po_id,product_id,supplier_id,received_date,quantity_received,unit_cost,total_cost,warehouse,quality_pass
PO5271,P1013,S101,2025-08-18,114,514.01,58597.14,Tallinn WH,1
PO5297,P1014,S110,2025-08-18,50,224.58,11229.0,Tallinn WH,1
PO5309,P1017,S102,2025-08-18,115,676.64,77813.6,Madrid WH,1
PO5130,P1014,S108,2025-08-20,75,224.58,16843.5,Helsinki WH,1
PO5319,P1027,S109,2025-08-20,12,224.46,2693.52,Warsaw WH,0
PO5085,P1022,S101,2025-08-21,5,328.53,1642.65,Madrid WH,1
PO5141,P1008,S102,2025-08-21,133,680.28,90477.24,Warsaw WH,1
PO5382,P1007,S107,2025-08-21,74,766.41,56714.34,Madrid WH,1
PO5630,P1022,S108,2025-08-22,198,328.53,65048.94,Helsinki WH,1
PO5792,P1021,S101,2025-08-22,33,455.67,15037.11,Tallinn WH,1
PO5402,P1021,S108,2025-08-23,189,455.67,86121.63,Helsinki WH,1
PO5453,P1013,S101,2025-08-24,9,514.01,4626.09,Tallinn WH,1
PO5472,P1008,S102,2025-08-27,62,680.28,42177.36,Berlin WH,1
PO5735,P1022,S101,2025-08-27,30,328.53,9855.9,Tallinn WH,1
PO5232,P1015,S102,2025-08-29,18,149.34,2688.12,Helsinki WH,1
PO5743,P1015,S110,2025-08-30,147,149.34,21952.98,Berlin WH,1
PO5509,P1007,S109,2025-08-31,70,766.41,53648.7,Helsinki WH,0
PO5277,P1002,S104,2025-09-01,129,593.13,76513.77,Berlin WH,0
PO5506,P1016,S106,2025-09-01,15,791.78,11876.7,Helsinki WH,1
PO5790,P1026,S107,2025-09-01,172,24.01,4129.72,Tallinn WH,1
PO5108,P1014,S108,2025-09-02,166,224.58,37280.28,Warsaw WH,1
PO5120,P1007,S105,2025-09-07,113,766.41,86604.33,Tallinn WH,1
PO5356,P1024,S108,2025-09-07,135,636.78,85965.3,Warsaw WH,1
PO5414,P1002,S108,2025-09-08,55,593.13,32622.15,Berlin WH,1
PO5004,P1005,S106,2025-09-12,55,188.05,10342.75,Warsaw WH,1
PO5727,P1007,S109,2025-09-15,181,766.41,138720.21,Helsinki WH,1
PO5183,P1011,S104,2025-09-16,28,568.09,15906.52,Berlin WH,1
PO5497,P1014,S107,2025-09-16,169,224.58,37954.02,Warsaw WH,1
PO5100,P1018,S110,2025-09-17,120,262.63,31515.6,Warsaw WH,1
PO5069,P1019,S106,2025-09-19,161,702.95,113174.95,Berlin WH,1
PO5151,P1022,S105,2025-09-19,32,328.53,10512.96,Helsinki WH,0
PO5691,P1004,S109,2025-09-19,89,35.83,3188.87,Madrid WH,1
PO5604,P1008,S106,2025-09-20,88,680.28,59864.64,Helsinki WH,1
PO5007,P1024,S108,2025-09-23,40,636.78,25471.2,Berlin WH,1
PO5251,P1012,S107,2025-09-23,135,77.64,10481.4,Tallinn WH,1
PO5709,P1014,S110,2025-09-24,167,224.58,37504.86,Tallinn WH,1
PO5171,P1002,S104,2025-09-26,139,593.13,82445.07,Helsinki WH,1
PO5447,P1003,S102,2025-09-28,24,346.21,8309.04,Madrid WH,1
PO5736,P1007,S105,2025-09-28,170,766.41,130289.7,Tallinn WH,1
PO5161,P1023,S106,2025-09-29,39,86.36,3368.04,Warsaw WH,1
PO5224,P1021,S101,2025-10-01,183,455.67,83387.61,Warsaw WH,1
PO5491,P1022,S107,2025-10-01,118,328.53,38766.54,Berlin WH,1
PO5518,P1022,S105,2025-10-01,59,328.53,19383.27,Tallinn WH,1
PO5119,P1017,S102,2025-10-02,27,676.64,18269.28,Helsinki WH,1
PO5122,P1024,S104,2025-10-04,19,636.78,12098.82,Madrid WH,1
PO5580,P1017,S104,2025-10-04,107,676.64,72400.48,Warsaw WH,1
PO5353,P1019,S103,2025-10-08,7,702.95,4920.65,Tallinn WH,1
PO5583,P1016,S105,2025-10-11,141,791.78,111640.98,Madrid WH,1
PO5533,P1024,S108,2025-10-12,153,636.78,97427.34,Madrid WH,1
PO5684,P1024,S104,2025-10-13,8,636.78,5094.24,Warsaw WH,1
PO5149,P1026,S104,2025-10-17,161,24.01,3865.61,Warsaw WH,1
PO5155,P1015,S102,2025-10-17,184,149.34,27478.56,Tallinn WH,1
PO5507,P1022,S101,2025-10-20,112,328.53,36795.36,Tallinn WH,1
PO5645,P1010,S101,2025-10-20,146,666.08,97247.68,Berlin WH,1
PO5554,P1012,S107,2025-10-21,39,77.64,3027.96,Tallinn WH,0
PO5364,P1022,S101,2025-10-26,165,328.53,54207.45,Berlin WH,1
PO5438,P1012,S107,2025-10-26,181,77.64,14052.84,Tallinn WH,1
PO5386,P1011,S104,2025-10-29,116,568.09,65898.44,Madrid WH,1
PO5227,P1016,S105,2025-11-01,155,791.78,122725.9,Warsaw WH,1
PO5445,P1016,S106,2025-11-01,52,791.78,41172.56,Madrid WH,1
PO5318,P1019,S106,2025-11-05,130,702.95,91383.5,Madrid WH,1
PO5389,P1024,S102,2025-11-08,103,636.78,65588.34,Madrid WH,1
PO5265,P1019,S106,2025-11-10,50,702.95,35147.5,Tallinn WH,1
PO5055,P1003,S102,2025-11-12,122,346.21,42237.62,Berlin WH,1
PO5574,P1015,S102,2025-11-12,100,149.34,14934.0,Warsaw WH,1
PO5782,P1023,S101,2025-11-13,170,86.36,14681.2,Tallinn WH,1
PO5593,P1008,S103,2025-11-19,174,680.28,118368.72,Helsinki WH,1
PO5056,P1003,S103,2025-11-21,170,346.21,58855.7,Madrid WH,1
PO5745,P1007,S109,2025-11-24,147,766.41,112662.27,Madrid WH,1
PO5641,P1019,S106,2025-11-25,185,702.95,130045.75,Tallinn WH,1
PO5063,P1002,S109,2025-11-26,119,593.13,70582.47,Helsinki WH,1
PO5362,P1005,S110,2025-11-28,73,188.05,13727.65,Helsinki WH,1
PO5552,P1024,S106,2025-11-28,143,636.78,91059.54,Madrid WH,1
PO5332,P1026,S104,2025-11-29,69,24.01,1656.69,Helsinki WH,1
PO5663,P1007,S109,2025-11-30,106,766.41,81239.46,Tallinn WH,1
PO5781,P1021,S104,2025-12-02,160,455.67,72907.2,Warsaw WH,1
PO5222,P1027,S101,2025-12-03,78,224.46,17507.88,Warsaw WH,1
PO5468,P1014,S107,2025-12-03,57,224.58,12801.06,Warsaw WH,1
PO5529,P1019,S103,2025-12-03,44,702.95,30929.8,Warsaw WH,1
PO5099,P1024,S108,2025-12-04,167,636.78,106342.26,Tallinn WH,1
PO5280,P1019,S106,2025-12-06,157,702.95,110363.15,Berlin WH,1
PO5742,P1013,S109,2025-12-06,108,514.01,55513.08,Madrid WH,1
PO5398,P1004,S102,2025-12-09,162,35.83,5804.46,Madrid WH,1
PO5427,P1022,S107,2025-12-09,127,328.53,41723.31,Berlin WH,1
PO5767,P1021,S108,2025-12-09,146,455.67,66527.82,Helsinki WH,1
PO5115,P1008,S103,2025-12-10,153,680.28,104082.84,Tallinn WH,0
PO5404,P1007,S105,2025-12-12,97,766.41,74341.77,Tallinn WH,0
PO5292,P1008,S109,2025-12-14,10,680.28,6802.8,Tallinn WH,1
PO5299,P1024,S106,2025-12-16,108,636.78,68772.24,Berlin WH,1
PO5311,P1016,S106,2025-12-16,109,791.78,86304.02,Helsinki WH,1
PO5694,P1007,S105,2025-12-20,92,766.41,70509.72,Madrid WH,0
PO5010,P1018,S110,2025-12-23,41,262.63,10767.83,Helsinki WH,0
PO5065,P1014,S107,2025-12-23,144,224.58,32339.52,Madrid WH,1
PO5111,P1016,S106,2025-12-23,89,791.78,70468.42,Warsaw WH,0
PO5255,P1011,S104,2025-12-26,181,568.09,102824.29,Berlin WH,1
PO5394,P1024,S106,2025-12-26,126,636.78,80234.28,Madrid WH,1
PO5405,P1016,S105,2025-12-27,88,791.78,69676.64,Madrid WH,1
