order_id,order_date,customer_id,region,country,category,product,customer_segment,units,unit_price,unit_cost,revenue,cost,margin,discount_pct,status,is_returned
12481,2023-12-13,C1093,APAC,India,Hardware,Laptop Stand,SMB,1,43.54,14.74,43.54,14.74,28.80,0.00,Delivered,0
12899,2023-12-13,C1021,EMEA,Sweden,Software,VPN Annual,SMB,1,40.70,3.04,40.70,3.04,37.66,0.00,Shipped,0
11432,2023-12-14,C1063,AMER,Canada,Hardware,USB-C Hub,SMB,4,51.39,20.81,205.56,83.24,122.32,0.00,Delivered,0
11448,2023-12-14,C1139,AMER,Canada,Software,Design Suite,Mid-Market,8,263.32,26.07,2106.56,208.56,1898.00,0.00,Delivered,0
11682,2023-12-14,C1244,EMEA,Spain,Accessories,Carry Sleeve,Consumer,3,30.05,8.52,67.61,25.56,42.05,0.25,Delivered,0
11806,2023-12-14,C1131,APAC,Australia,Services,Training Course,Mid-Market,8,331.92,90.69,1991.52,725.52,1266.00,0.25,Delivered,0
12694,2023-12-14,C1195,AMER,Canada,Software,Editor Pro License,Enterprise,3,103.08,10.08,309.24,30.24,279.00,0.00,Delivered,0
10583,2023-12-15,C1156,APAC,Singapore,Software,VPN Annual,Mid-Market,9,40.18,3.09,361.62,27.81,333.81,0.00,Delivered,0
10847,2023-12-15,C1150,AMER,Mexico,Services,Priority Support,Mid-Market,8,175.16,37.47,1401.28,299.76,1101.52,0.00,Delivered,0
12818,2023-12-15,C1233,APAC,South Korea,Services,Priority Support,Consumer,3,175.88,35.98,527.64,107.94,419.70,0.00,Delivered,0
10131,2023-12-16,C1055,APAC,Australia,Hardware,"27"" Monitor",SMB,6,328.13,139.13,1968.78,834.78,1134.00,0.00,Delivered,0
10856,2023-12-16,C1150,AMER,Brazil,Accessories,Desk Mat,Mid-Market,8,24.39,6.45,195.12,51.60,143.52,0.00,Delivered,0
11395,2023-12-16,C1168,APAC,South Korea,Software,Cloud Backup 1TB,Mid-Market,6,59.60,7.27,357.60,43.62,313.98,0.00,Delivered,0
11816,2023-12-16,C1203,EMEA,Sweden,Hardware,USB-C Hub,Enterprise,3,48.35,21.36,145.05,64.08,80.97,0.00,Delivered,0
11908,2023-12-16,C1174,EMEA,Netherlands,Services,Custom Integration,Mid-Market,9,1267.37,424.53,10836.01,3820.77,7015.24,0.05,Shipped,0
12516,2023-12-16,C1122,AMER,Brazil,Accessories,Carry Sleeve,Mid-Market,9,30.40,8.03,273.60,72.27,201.33,0.00,Delivered,0
12817,2023-12-16,C1036,AMER,United States,Hardware,Docking Station,SMB,4,202.28,88.07,606.84,352.28,254.56,0.25,Delivered,0
12862,2023-12-16,C1106,AMER,Canada,Hardware,Mechanical Keyboard,SMB,4,123.63,50.65,469.79,202.60,267.19,0.05,Delivered,0
12944,2023-12-16,C1060,EMEA,Germany,Software,VPN Annual,SMB,6,39.77,3.12,238.62,18.72,219.90,0.00,Delivered,0
10147,2023-12-17,C1039,APAC,Singapore,Services,Training Course,SMB,7,347.91,83.55,2435.37,584.85,1850.52,0.00,Delivered,0
10195,2023-12-17,C1164,EMEA,Finland,Hardware,Webcam HD,Mid-Market,10,77.81,33.24,778.10,332.40,445.70,0.00,Delivered,0
12168,2023-12-17,C1181,EMEA,United Kingdom,Hardware,Mechanical Keyboard,Enterprise,15,134.58,48.09,1917.77,721.35,1196.42,0.05,Delivered,0
12544,2023-12-17,C1004,EMEA,France,Accessories,Desk Mat,SMB,8,25.32,6.25,202.56,50.00,152.56,0.00,Pending,0
10400,2023-12-18,C1182,EMEA,Spain,Hardware,Mechanical Keyboard,Enterprise,6,130.09,47.13,702.49,282.78,419.71,0.10,Delivered,0
11456,2023-12-18,C1166,AMER,Canada,Accessories,Cable Set,Mid-Market,5,14.45,4.18,72.25,20.90,51.35,0.00,Delivered,0
12601,2023-12-18,C1249,EMEA,Netherlands,Services,Custom Integration,Consumer,3,1134.22,423.79,3402.66,1271.37,2131.29,0.00,Cancelled,0
12976,2023-12-18,C1179,APAC,Singapore,Software,VPN Annual,Mid-Market,3,40.82,3.07,122.46,9.21,113.25,0.00,Delivered,0
12978,2023-12-18,C1176,APAC,Japan,Hardware,Docking Station,Mid-Market,11,188.50,89.24,2073.50,981.64,1091.86,0.00,Delivered,0
12999,2023-12-18,C1204,APAC,South Korea,Services,Onboarding Workshop,Enterprise,14,497.76,143.27,6968.64,2005.78,4962.86,,Pending,0
11424,2023-12-19,C1140,APAC,India,Software,Analytics Platform,Mid-Market,9,404.68,34.22,3642.12,307.98,3334.14,0.00,Shipped,0
12691,2023-12-19,C1159,EMEA,Sweden,Hardware,USB-C Hub,Mid-Market,2,49.76,21.32,99.52,42.64,56.88,0.00,Delivered,0
10527,2023-12-20,C1191,AMER,Brazil,Software,Analytics Platform,Enterprise,8,385.74,34.24,3085.92,273.92,2812.00,,Delivered,0
11900,2023-12-20,C1203,EMEA,Sweden,Services,Custom Integration,Enterprise,12,1156.98,407.06,13883.76,4884.72,8999.04,0.00,Delivered,0
11998,2023-12-20,C1182,EMEA,France,Software,Analytics Platform,Enterprise,8,380.01,35.74,3040.08,285.92,2754.16,0.00,Delivered,0
12937,2023-12-20,C1066,AMER,United States,Hardware,Webcam HD,SMB,1,78.29,30.94,78.29,30.94,47.35,0.00,Delivered,0
10805,2023-12-21,C1259,AMER,Brazil,Accessories,Desk Mat,Consumer,1,24.34,6.49,24.34,6.49,17.85,0.00,Pending,0
11149,2023-12-21,C1042,EMEA,Sweden,Software,Design Suite,SMB,8,242.31,27.24,1938.48,217.92,1720.56,0.00,Delivered,0
10955,2023-12-22,C1120,APAC,South Korea,Software,Editor Pro License,SMB,1,97.09,10.21,97.09,10.21,86.88,,Delivered,0
11772,2023-12-22,C1182,EMEA,Spain,Hardware,Mechanical Keyboard,Enterprise,17,129.07,47.53,2194.19,808.01,1386.18,0.00,Delivered,0
11838,2023-12-22,C1304,EMEA,France,Services,Onboarding Workshop,Consumer,3,476.04,155.61,1428.12,466.83,961.29,0.00,Delivered,0
11939,2023-12-22,C1141,AMER,Mexico,Accessories,Cable Set,Mid-Market,8,14.42,4.19,115.36,33.52,81.84,0.00,Delivered,0
11947,2023-12-22,C1128,APAC,Australia,Hardware,Webcam HD,Mid-Market,11,76.51,30.41,841.61,334.51,507.10,,Delivered,0
10738,2023-12-23,C1260,APAC,Japan,Software,Editor Pro License,Consumer,3,99.69,9.60,299.07,28.80,270.27,0.00,Shipped,0
10849,2023-12-23,C1182,APAC,South Korea,Hardware,Webcam HD,Enterprise,15,76.38,31.80,1145.70,477.00,668.70,0.00,Cancelled,0
10916,2023-12-23,C1230,APAC,Singapore,Hardware,Mechanical Keyboard,Consumer,1,126.16,49.07,126.16,49.07,77.09,,Delivered,0
11076,2023-12-23,C1037,AMER,Canada,Software,Design Suite,SMB,5,245.01,27.40,1225.05,137.00,1088.05,,Delivered,0
10027,2023-12-24,C1085,AMER,Brazil,Accessories,Cable Set,SMB,2,13.97,4.25,27.94,8.50,19.44,0.00,Delivered,0
12139,2023-12-24,C1174,APAC,India,Hardware,Laptop Stand,Mid-Market,8,42.19,14.69,337.52,117.52,220.00,0.00,Delivered,0
10848,2023-12-25,C1297,APAC,India,Services,Training Course,Consumer,4,335.90,83.85,1343.60,335.40,1008.20,0.00,Delivered,0
11535,2023-12-25,C1026,EMEA,Spain,Software,Design Suite,SMB,6,243.08,27.68,1458.48,166.08,1292.40,0.00,Delivered,0
11812,2023-12-25,C1222,AMER,United States,Services,Training Course,Consumer,2,349.06,87.10,698.12,174.20,523.92,0.00,Cancelled,0
12307,2023-12-25,C1142,EMEA,Netherlands,Services,Priority Support,Mid-Market,10,184.93,36.05,1849.30,360.50,1488.80,0.00,Delivered,0
10217,2023-12-26,C1275,AMER,Canada,Software,Cloud Backup 1TB,Consumer,3,61.41,7.01,184.23,21.03,163.20,0.00,Delivered,0
10379,2023-12-26,C1192,APAC,South Korea,Services,Training Course,Enterprise,15,366.29,89.27,5494.35,1339.05,4155.30,,Delivered,0
12090,2023-12-26,C1201,EMEA,France,Software,Editor Pro License,Enterprise,9,93.43,10.07,840.87,90.63,750.24,0.00,Delivered,0
12696,2023-12-26,C1089,AMER,United States,Accessories,Monitor Arm,SMB,3,85.39,33.29,256.17,99.87,156.30,0.00,Delivered,0
12973,2023-12-26,C1245,EMEA,Germany,Services,Onboarding Workshop,Consumer,2,510.08,152.28,1020.16,304.56,715.60,0.00,Delivered,0
10242,2023-12-27,C1164,EMEA,Germany,Software,VPN Annual,Mid-Market,2,38.02,3.10,68.44,6.20,62.24,0.10,Delivered,0
10256,2023-12-27,C1070,APAC,India,Services,Custom Integration,SMB,3,1259.98,414.30,3779.94,1242.90,2537.04,0.00,Delivered,0
10120,2023-12-28,C1116,EMEA,Germany,Hardware,"27"" Monitor",SMB,4,329.85,146.89,1319.40,587.56,731.84,,Delivered,0
10189,2023-12-28,C1224,AMER,United States,Hardware,Laptop Stand,Consumer,4,41.95,15.25,167.80,61.00,106.80,0.00,Delivered,0
10199,2023-12-28,C1119,EMEA,Netherlands,Hardware,Mechanical Keyboard,SMB,8,135.63,47.91,1030.79,383.28,647.51,0.05,Shipped,0
10580,2023-12-28,C1152,EMEA,Germany,Services,Custom Integration,Mid-Market,6,1206.84,418.09,7241.04,2508.54,4732.50,0.00,Delivered,0
11144,2023-12-28,C1191,EMEA,Germany,Hardware,USB-C Hub,Enterprise,12,51.42,20.20,617.04,242.40,374.64,0.00,Delivered,0
11170,2023-12-28,C1185,AMER,Canada,Software,VPN Annual,Enterprise,14,40.70,3.27,569.80,45.78,524.02,0.00,Pending,0
10222,2023-12-29,C1297,AMER,Mexico,Services,Onboarding Workshop,Consumer,1,495.03,155.53,495.03,155.53,339.50,0.00,Delivered,0
10746,2023-12-29,C1095,AMER,Brazil,Accessories,Cable Set,SMB,1,14.77,4.23,14.77,4.23,10.54,0.00,Delivered,0
12784,2023-12-29,C1104,EMEA,Spain,Services,Priority Support,SMB,6,173.31,37.53,1039.86,225.18,814.68,0.00,Delivered,0
10185,2023-12-30,C1221,EMEA,France,Hardware,"27"" Monitor",Consumer,3,317.89,137.86,953.67,413.58,540.09,0.00,Delivered,0
10976,2023-12-30,C1176,EMEA,United Kingdom,Hardware,"27"" Monitor",Mid-Market,4,303.34,144.43,1213.36,577.72,635.64,0.00,Delivered,0
11056,2023-12-30,C1228,EMEA,Germany,Accessories,Cable Set,Consumer,3,14.74,4.19,44.22,12.57,31.65,0.00,Delivered,0
11552,2023-12-30,C1200,APAC,Japan,Software,Editor Pro License,Enterprise,16,95.29,9.76,1524.64,156.16,1368.48,,Delivered,0
11637,2023-12-30,C1158,AMER,Mexico,Software,VPN Annual,Mid-Market,2,38.72,2.98,61.95,5.96,55.99,0.20,Shipped,0
11686,2023-12-30,C1106,AMER,Canada,Hardware,Webcam HD,SMB,5,75.47,32.67,320.75,163.35,157.40,0.15,Delivered,0
11817,2023-12-30,C1204,APAC,Singapore,Accessories,Carry Sleeve,Enterprise,20,28.21,8.24,564.20,164.80,399.40,0.00,Delivered,0
12237,2023-12-30,C1084,EMEA,Spain,Hardware,Webcam HD,SMB,8,77.21,30.59,617.68,244.72,372.96,0.00,Delivered,0
12508,2023-12-30,C1183,APAC,Australia,Software,Analytics Platform,Enterprise,6,393.42,36.12,2360.52,216.72,2143.80,0.00,Delivered,0
10343,2023-12-31,C1199,EMEA,Finland,Services,Priority Support,Enterprise,3,169.81,34.30,509.43,102.90,406.53,0.00,Delivered,0
11083,2023-12-31,C1165,AMER,Canada,Hardware,Docking Station,Mid-Market,12,210.36,95.66,2271.89,1147.92,1123.97,0.10,Delivered,0
11085,2023-12-31,C1198,APAC,Singapore,Software,Analytics Platform,Enterprise,19,382.50,36.79,7267.50,699.01,6568.49,0.00,Delivered,0
11120,2023-12-31,C1252,EMEA,Germany,Services,Custom Integration,Consumer,1,1260.95,409.65,1260.95,409.65,851.30,0.00,Delivered,0
11151,2023-12-31,C1092,AMER,Canada,Hardware,"27"" Monitor",SMB,6,313.53,134.75,1693.06,808.50,884.56,0.10,Shipped,0
11329,2023-12-31,C1154,EMEA,Germany,Services,Custom Integration,Mid-Market,3,1190.95,425.49,3572.85,1276.47,2296.38,0.00,Delivered,0
11749,2023-12-31,C1194,AMER,Canada,Accessories,Monitor Arm,Enterprise,4,90.24,33.81,360.96,135.24,225.72,0.00,Delivered,0
12673,2023-12-31,C1159,APAC,India,Hardware,Mechanical Keyboard,Mid-Market,10,122.35,49.40,1223.50,494.00,729.50,0.00,Delivered,0
12677,2023-12-31,C1059,AMER,Canada,Accessories,Carry Sleeve,SMB,2,30.22,8.15,60.44,16.30,44.14,0.00,Delivered,0
12891,2023-12-31,C1113,EMEA,Netherlands,Hardware,Webcam HD,SMB,3,80.53,32.69,241.59,98.07,143.52,0.00,Delivered,1
10401,2024-01-01,C1285,EMEA,Finland,Hardware,Laptop Stand,Consumer,4,48.46,15.94,193.84,63.76,130.08,0.00,Delivered,1
10494,2024-01-01,C1130,AMER,Mexico,Hardware,USB-C Hub,Mid-Market,7,57.16,20.14,400.12,140.98,259.14,0.00,Delivered,0
11605,2024-01-01,C1042,EMEA,Netherlands,Software,VPN Annual,SMB,5,41.19,3.09,185.35,15.45,169.90,0.10,Delivered,0
12394,2024-01-01,C1177,EMEA,United Kingdom,Services,Priority Support,Mid-Market,9,193.73,37.74,1743.57,339.66,1403.91,0.00,Delivered,0
12507,2024-01-01,C1017,EMEA,Netherlands,Software,VPN Annual,SMB,8,44.00,3.14,316.80,25.12,291.68,0.10,Shipped,0
12735,2024-01-01,C1159,EMEA,United Kingdom,Software,Cloud Backup 1TB,Mid-Market,12,62.99,6.96,718.09,83.52,634.57,0.05,Delivered,0
10012,2024-01-02,C1057,APAC,Japan,Hardware,Docking Station,SMB,6,219.60,89.71,1317.60,538.26,779.34,,Delivered,0
11579,2024-01-02,C1206,APAC,Australia,Accessories,Cable Set,Enterprise,20,16.52,4.46,330.40,89.20,241.20,0.00,Delivered,0
11642,2024-01-02,C1157,AMER,Mexico,Accessories,Carry Sleeve,Mid-Market,8,32.96,8.13,263.68,65.04,198.64,,Delivered,0
12719,2024-01-02,C1080,AMER,Brazil,Hardware,Webcam HD,SMB,6,86.87,31.68,521.22,190.08,331.14,0.00,Delivered,0
12930,2024-01-03,C1083,AMER,United States,Accessories,Carry Sleeve,SMB,7,33.47,8.33,234.29,58.31,175.98,,Delivered,0
11169,2024-01-04,C1194,EMEA,France,Hardware,Mechanical Keyboard,Enterprise,15,153.04,48.44,2295.60,726.60,1569.00,0.00,Delivered,0
11992,2024-01-04,C1162,EMEA,Spain,Services,Training Course,Mid-Market,9,372.98,89.73,2517.62,807.57,1710.05,0.25,Delivered,0
10614,2024-01-05,C1078,EMEA,Spain,Accessories,Desk Mat,SMB,5,27.30,6.07,136.50,30.35,106.15,0.00,Delivered,0
11553,2024-01-05,C1073,EMEA,France,Hardware,Docking Station,SMB,6,224.06,87.11,1344.36,522.66,821.70,0.00,Delivered,0
11698,2024-01-05,C1075,EMEA,United Kingdom,Accessories,Carry Sleeve,SMB,3,32.47,8.05,97.41,24.15,73.26,0.00,Delivered,0
10309,2024-01-06,C1080,EMEA,Germany,Software,Design Suite,SMB,2,268.51,28.09,537.02,56.18,480.84,0.00,Delivered,0
10452,2024-01-06,C1251,EMEA,Netherlands,Hardware,Webcam HD,Consumer,3,87.66,31.71,262.98,95.13,167.85,0.00,Delivered,0
10647,2024-01-06,C1268,AMER,Mexico,Hardware,Laptop Stand,Consumer,3,48.39,14.72,145.17,44.16,101.01,0.00,Delivered,0
11641,2024-01-06,C1130,EMEA,United Kingdom,Software,VPN Annual,Mid-Market,9,42.81,3.01,385.29,27.09,358.20,0.00,Delivered,0
10132,2024-01-07,C1160,EMEA,Netherlands,Software,VPN Annual,Mid-Market,2,42.92,3.10,85.84,6.20,79.64,0.00,Delivered,0
10839,2024-01-07,C1175,EMEA,Netherlands,Hardware,Docking Station,Mid-Market,2,235.76,92.11,353.64,184.22,169.42,0.25,Cancelled,0
11654,2024-01-08,C1219,AMER,United States,Accessories,Cable Set,Consumer,4,17.17,4.27,68.68,17.08,51.60,0.00,Delivered,0
12229,2024-01-08,C1040,EMEA,Germany,Accessories,Desk Mat,SMB,1,27.42,6.32,27.42,6.32,21.10,0.00,Delivered,0
12439,2024-01-08,C1006,AMER,Mexico,Software,Design Suite,SMB,2,273.56,26.80,547.12,53.60,493.52,,Delivered,0
12992,2024-01-08,C1183,EMEA,Spain,Services,Custom Integration,Enterprise,11,1298.43,412.80,12140.32,4540.80,7599.52,0.15,Delivered,0
10835,2024-01-09,C1175,AMER,Canada,Hardware,Webcam HD,Mid-Market,11,90.13,32.21,991.43,354.31,637.12,0.00,Delivered,0
10988,2024-01-09,C1126,AMER,Canada,Hardware,"27"" Monitor",Mid-Market,8,374.34,133.62,2994.72,1068.96,1925.76,0.00,Delivered,0
11276,2024-01-09,C1203,AMER,United States,Hardware,Webcam HD,Enterprise,4,88.02,32.69,352.08,130.76,221.32,0.00,Delivered,0
10307,2024-01-10,C1069,EMEA,Netherlands,Accessories,Cable Set,SMB,3,16.68,4.26,50.04,12.78,37.26,0.00,Pending,0
11837,2024-01-10,C1206,AMER,Mexico,Hardware,Laptop Stand,Enterprise,5,51.25,15.88,256.25,79.40,176.85,0.00,Pending,0
12231,2024-01-10,C1210,EMEA,Netherlands,Hardware,Webcam HD,Enterprise,5,87.91,31.58,373.62,157.90,215.72,0.15,Delivered,0
12502,2024-01-10,C1155,AMER,Canada,Software,Design Suite,Mid-Market,3,294.40,28.35,883.20,85.05,798.15,0.00,Delivered,0
10246,2024-01-11,C1060,AMER,United States,Accessories,Carry Sleeve,SMB,4,31.88,7.96,127.52,31.84,95.68,0.00,Delivered,0
11452,2024-01-11,C1237,EMEA,France,Software,Editor Pro License,Consumer,4,113.22,9.46,362.30,37.84,324.46,0.20,Delivered,0
11750,2024-01-11,C1199,EMEA,Sweden,Software,Editor Pro License,Enterprise,6,117.14,10.25,702.84,61.50,641.34,0.00,Delivered,0
12426,2024-01-11,C1221,AMER,Mexico,Services,Onboarding Workshop,Consumer,3,573.45,152.58,1548.32,457.74,1090.58,0.10,Delivered,0
10007,2024-01-12,C1092,EMEA,Sweden,Software,Analytics Platform,SMB,3,461.92,36.72,1385.76,110.16,1275.60,0.00,Delivered,0
10269,2024-01-12,C1011,EMEA,United Kingdom,Services,Priority Support,SMB,4,191.63,36.55,766.52,146.20,620.32,0.00,Delivered,0
10445,2024-01-12,C1038,AMER,United States,Hardware,"27"" Monitor",SMB,3,347.86,137.25,1043.58,411.75,631.83,0.00,Delivered,0
11671,2024-01-12,C1133,EMEA,Netherlands,Services,Onboarding Workshop,Mid-Market,5,553.40,156.17,2767.00,780.85,1986.15,0.00,Delivered,0
12308,2024-01-12,C1132,EMEA,United Kingdom,Accessories,Cable Set,Mid-Market,9,15.67,4.31,133.98,38.79,95.19,0.05,Delivered,0
10191,2024-01-13,C1189,EMEA,United Kingdom,Services,Onboarding Workshop,Enterprise,4,532.09,154.47,2128.36,617.88,1510.48,0.00,Delivered,0
10111,2024-01-14,C1149,AMER,United States,Hardware,Webcam HD,Mid-Market,8,87.86,32.76,667.74,262.08,405.66,0.05,Delivered,0
10832,2024-01-14,C1307,EMEA,Finland,Services,Priority Support,Consumer,2,210.15,36.61,420.30,73.22,347.08,0.00,Delivered,0
12733,2024-01-14,C1025,AMER,Mexico,Hardware,Laptop Stand,SMB,6,49.00,15.74,294.00,94.44,199.56,,Delivered,0
12998,2024-01-14,C1206,AMER,United States,Hardware,Webcam HD,Enterprise,7,84.69,30.89,592.83,216.23,376.60,0.00,Delivered,0
10492,2024-01-16,C1114,AMER,Canada,Hardware,Laptop Stand,SMB,6,50.46,16.13,272.48,96.78,175.70,0.10,Delivered,0
11577,2024-01-16,C1039,EMEA,Spain,Hardware,"27"" Monitor",SMB,6,374.42,141.75,1797.22,850.50,946.72,0.20,Pending,0
11724,2024-01-16,C1050,EMEA,Germany,Hardware,Docking Station,SMB,2,226.84,90.89,453.68,181.78,271.90,0.00,Delivered,0
10180,2024-01-17,C1253,EMEA,Germany,Hardware,USB-C Hub,Consumer,1,58.64,20.56,58.64,20.56,38.08,0.00,Shipped,0
10288,2024-01-18,C1046,EMEA,Spain,Services,Priority Support,SMB,2,211.53,34.26,423.06,68.52,354.54,0.00,Delivered,0
12838,2024-01-18,C1156,EMEA,Sweden,Software,Design Suite,Mid-Market,7,285.06,26.99,1995.42,188.93,1806.49,0.00,Delivered,0
10377,2024-01-19,C1154,EMEA,Germany,Services,Priority Support,Mid-Market,5,210.45,37.21,894.41,186.05,708.36,0.15,Delivered,0
10709,2024-01-20,C1243,APAC,Australia,Software,Cloud Backup 1TB,Consumer,1,66.73,6.90,66.73,6.90,59.83,0.00,Delivered,0
11546,2024-01-21,C1012,EMEA,Sweden,Software,VPN Annual,SMB,7,46.13,3.03,322.91,21.21,301.70,0.00,Delivered,0
12449,2024-01-21,C1139,EMEA,Finland,Software,Analytics Platform,Mid-Market,7,464.14,35.39,3248.98,247.73,3001.25,0.00,Delivered,0
12827,2024-01-21,C1189,APAC,Japan,Software,Design Suite,Enterprise,9,264.22,26.09,2140.18,234.81,1905.37,0.10,Delivered,0
11134,2024-01-22,C1173,EMEA,United Kingdom,Hardware,Docking Station,Mid-Market,7,218.66,91.66,1530.62,641.62,889.00,0.00,Delivered,0
11337,2024-01-22,C1193,APAC,South Korea,Hardware,Webcam HD,Enterprise,3,88.79,32.74,266.37,98.22,168.15,0.00,Delivered,0
12109,2024-01-22,C1068,AMER,United States,Software,Design Suite,SMB,1,292.12,28.00,292.12,28.00,264.12,0.00,Delivered,0
12263,2024-01-23,C1213,EMEA,Sweden,Services,Custom Integration,Consumer,2,1274.73,431.04,2421.99,862.08,1559.91,0.05,Delivered,0
12812,2024-01-23,C1082,EMEA,Spain,Accessories,Monitor Arm,SMB,4,103.43,33.94,351.66,135.76,215.90,0.15,Delivered,0
10962,2024-01-25,C1205,EMEA,Finland,Services,Custom Integration,Enterprise,16,1301.28,428.11,20820.48,6849.76,13970.72,0.00,Delivered,0
12286,2024-01-25,C1203,EMEA,Sweden,Services,Onboarding Workshop,Enterprise,7,538.15,145.02,3767.05,1015.14,2751.91,0.00,Delivered,0
12808,2024-01-25,C1019,EMEA,France,Services,Onboarding Workshop,SMB,4,542.52,150.47,1953.07,601.88,1351.19,0.10,Delivered,0
12742,2024-01-26,C1037,AMER,Canada,Services,Custom Integration,SMB,6,1273.00,435.56,7638.00,2613.36,5024.64,0.00,Delivered,0
10871,2024-01-27,C1131,APAC,India,Software,Cloud Backup 1TB,Mid-Market,10,69.26,7.12,692.60,71.20,621.40,0.00,Delivered,0
11261,2024-01-27,C1208,APAC,South Korea,Accessories,Monitor Arm,Enterprise,20,101.50,34.99,2030.00,699.80,1330.20,0.00,Delivered,0
11888,2024-01-27,C1305,EMEA,France,Services,Onboarding Workshop,Consumer,1,568.06,151.15,482.85,151.15,331.70,0.15,Delivered,0
12985,2024-01-27,C1030,EMEA,Finland,Hardware,"27"" Monitor",SMB,4,373.60,136.87,1494.40,547.48,946.92,0.00,Delivered,0
10020,2024-01-28,C1135,AMER,United States,Accessories,Monitor Arm,Mid-Market,9,103.57,33.69,932.13,303.21,628.92,0.00,Delivered,0
10036,2024-01-28,C1197,EMEA,Spain,Services,Priority Support,Enterprise,11,199.32,37.54,2192.52,412.94,1779.58,0.00,Delivered,0
10422,2024-01-28,C1166,EMEA,Sweden,Accessories,Carry Sleeve,Mid-Market,9,33.17,8.43,298.53,75.87,222.66,0.00,Delivered,0
10486,2024-01-28,C1102,AMER,Mexico,Software,Cloud Backup 1TB,SMB,8,66.54,7.32,532.32,58.56,473.76,,Delivered,0
11176,2024-01-28,C1191,AMER,United States,Hardware,Docking Station,Enterprise,8,229.86,89.73,1838.88,717.84,1121.04,0.00,Delivered,0
11208,2024-01-28,C1144,AMER,Canada,Software,Analytics Platform,Mid-Market,6,444.92,35.23,2669.52,211.38,2458.14,0.00,Delivered,0
11762,2024-01-29,C1177,AMER,United States,Hardware,Mechanical Keyboard,Mid-Market,7,150.22,50.66,1051.54,354.62,696.92,0.00,Delivered,0
12281,2024-01-29,C1002,EMEA,Spain,Accessories,Cable Set,SMB,4,16.55,4.15,66.20,16.60,49.60,0.00,Delivered,0
12743,2024-01-29,C1027,EMEA,Netherlands,Software,Cloud Backup 1TB,SMB,2,69.76,7.08,139.52,14.16,125.36,0.00,Delivered,0
10122,2024-01-30,C1288,EMEA,Sweden,Software,Cloud Backup 1TB,Consumer,4,65.62,7.09,223.11,28.36,194.75,0.15,Delivered,0
10442,2024-01-30,C1209,AMER,Mexico,Hardware,"27"" Monitor",Enterprise,16,355.45,138.65,5687.20,2218.40,3468.80,0.00,Delivered,0
11019,2024-01-30,C1053,AMER,Brazil,Software,Cloud Backup 1TB,SMB,2,65.58,7.09,131.16,14.18,116.98,0.00,Pending,0
12045,2024-01-30,C1198,AMER,United States,Accessories,Monitor Arm,Enterprise,10,103.61,32.75,984.29,327.50,656.79,0.05,Delivered,0
12874,2024-01-30,C1209,APAC,Australia,Accessories,Desk Mat,Enterprise,6,28.13,6.54,168.78,39.24,129.54,,Shipped,0
12965,2024-01-30,C1067,EMEA,Spain,Accessories,Monitor Arm,SMB,8,100.04,34.55,800.32,276.40,523.92,0.00,Delivered,0
11921,2024-01-31,C1009,AMER,Brazil,Accessories,Desk Mat,SMB,3,26.81,5.98,64.34,17.94,46.40,0.20,Delivered,0
12533,2024-01-31,C1126,EMEA,Netherlands,Hardware,"27"" Monitor",Mid-Market,3,369.43,134.90,1108.29,404.70,703.59,0.00,Delivered,0
12806,2024-01-31,C1041,EMEA,United Kingdom,Hardware,USB-C Hub,SMB,5,56.83,21.31,227.32,106.55,120.77,0.20,Delivered,0
12928,2024-01-31,C1082,APAC,Australia,Services,Training Course,SMB,3,413.71,84.69,1241.13,254.07,987.06,0.00,Cancelled,0
10631,2024-02-01,C1207,EMEA,Germany,Accessories,Desk Mat,Enterprise,11,27.86,6.12,306.46,67.32,239.14,0.00,Delivered,0
11173,2024-02-01,C1087,AMER,Mexico,Accessories,Desk Mat,SMB,2,27.04,6.55,54.08,13.10,40.98,0.00,Delivered,0
11477,2024-02-01,C1196,AMER,Brazil,Hardware,Mechanical Keyboard,Enterprise,16,145.51,48.65,2328.16,778.40,1549.76,0.00,Delivered,0
11628,2024-02-01,C1238,APAC,Japan,Software,Design Suite,Consumer,1,266.58,26.83,266.58,26.83,239.75,0.00,Delivered,0
12003,2024-02-01,C1298,APAC,South Korea,Hardware,Mechanical Keyboard,Consumer,1,148.78,49.48,141.34,49.48,91.86,0.05,Delivered,0
12071,2024-02-01,C1040,APAC,South Korea,Hardware,Webcam HD,SMB,7,86.86,32.79,608.02,229.53,378.49,0.00,Delivered,0
12155,2024-02-01,C1102,APAC,India,Software,Design Suite,SMB,3,279.35,27.38,838.05,82.14,755.91,,Delivered,0
10040,2024-02-02,C1144,APAC,Singapore,Hardware,Docking Station,Mid-Market,2,215.69,88.01,409.81,176.02,233.79,0.05,Delivered,0
10403,2024-02-02,C1263,EMEA,Spain,Accessories,Monitor Arm,Consumer,1,99.44,32.36,99.44,32.36,67.08,0.00,Delivered,0
11457,2024-02-02,C1109,AMER,Brazil,Services,Priority Support,SMB,4,198.22,34.41,792.88,137.64,655.24,0.00,Delivered,0
12925,2024-02-02,C1104,AMER,Brazil,Hardware,"27"" Monitor",SMB,2,376.26,146.81,752.52,293.62,458.90,0.00,Delivered,0
10014,2024-02-03,C1174,AMER,United States,Accessories,Desk Mat,Mid-Market,5,26.42,6.25,132.10,31.25,100.85,0.00,Delivered,0
